No_flap,,Plain_flap,,Slotted_flap,,Flower_flap,,Double_flap,
X,Y,X,Y,X,Y,X,Y,X,Y
0.4207559092434989,1.4918615084573577,0.566652185646678,1.7854470340955633,0.7743446408349328,2.1764182788776725,0.45464149602101234,2.4881878786530525,0.9290397109061832,2.713843963426843
1.3526095456250875,1.4922471135236153,1.9879642977034422,1.7973812225163703,2.6233190497817986,2.192120308780673,1.3526095456250875,2.4851801591362452,1.860893347287771,2.713843963426843
2.284463182006675,1.4922471135236153,3.343387768803934,1.7934046702705913,4.402312355601193,2.1909084071438643,2.284463182006675,2.484794554069988,2.7927469836693604,2.70998791276427
3.216316818388263,1.4922471135236153,4.698811239904426,1.7907536354400722,6.181305661420588,2.186464767808899,3.216316818388263,2.4832521338049585,3.724600620050948,2.7096023076980127
4.148170454769851,1.4922471135236153,6.054234711004918,1.7851864622959819,7.960298967239984,2.1806072432309898,4.148170454769851,2.4805528983411573,4.656454256432536,2.704589441836667
5.080024091151438,1.4922471135236153,7.409658182105408,1.77935418566884,9.739292273059379,2.1721239317733283,5.080024091151438,2.4782392679436134,5.588307892814123,2.7003477861078364
6.011877727533028,1.4922471135236153,8.765081653205899,1.7735219090416976,11.518285578878773,2.1622267350727236,6.011877727533028,2.4728407970160107,6.520161529195711,2.694949315180234
6.943731363914615,1.4922471135236153,10.120505124306392,1.7653037010670882,13.297278884698168,2.150107718704636,6.943731363914615,2.470141561552209,7.452015165577299,2.689165239186374
7.875585000296203,1.4922471135236153,11.475928595406883,1.756290182643323,15.076272190517566,2.136170849881335,7.875585000296203,2.4635862754258344,8.383868801958887,2.682609953059999
8.807438636677789,1.4922471135236153,12.831352066507376,1.7472766642195583,16.855265496336962,2.120820095815091,8.807438636677789,2.457802199431975,9.315722438340474,2.674897851734853
9.739292273059379,1.4883910628610417,14.186775537607867,1.7369376283805336,18.634258802156353,2.103853472899768,9.739292273059379,2.4516325183718575,10.247576074722064,2.667571355475963
10.671145909440968,1.487619852728527,15.542199008708357,1.725803282092353,20.41325210797575,2.084867013923098,10.671145909440968,2.4446916271792256,11.17942971110365,2.659088044018302
11.602999545822554,1.4837638020659538,16.897622479808852,1.7130783149058608,22.192245413795142,2.064062702491214,11.602999545822554,2.4365939207878213,12.111283347485239,2.650604732560641
12.534853182204143,1.4837638020659538,18.25304595090934,1.701148658168525,24.00589443336427,2.0345359126498597,12.534853182204143,2.4284962143964175,13.043136983866829,2.6409646059042076
13.46670681858573,1.4775941210058363,19.608469422009833,1.6870981735667732,25.75023202543393,2.0310835887428818,13.46670681858573,2.4200129029387565,13.974990620248414,2.6305532691152598
14.398560454967319,1.4748948855420352,20.963892893110327,1.672252378515866,27.52922533125333,1.9919545551010929,14.398560454967319,2.4103727762823226,14.906844256630004,2.6197563272600544
15.330414091348905,1.4702676247469473,22.319316364210813,1.6582018939141143,29.308218637072727,1.9638788338483577,15.330414091348905,2.4003470445596324,15.83869789301159,2.6097305955373633
16.262267727730496,1.4664115740843737,23.674739835311307,1.642190905935316,31.087211942892118,1.9225144275265533,16.262267727730496,2.3910925229694566,16.77055152939318,2.597391233417129
17.194121364112085,1.4594706828917419,25.030163306411794,1.624533751566521,32.866205248711516,1.903283752007919,17.194121364112085,2.379138765915479,17.702405165774763,2.585051871296894
18.125975000493668,1.4552290271629111,26.385586777512287,1.606241611235939,34.64519855453091,1.869754473389543,18.125975000493668,2.368341824060274,18.634258802156353,2.571941299044145
19.057828636875257,1.4486737410365365,27.74101024861278,1.5879494709053565,36.424191860350305,1.835013293134359,19.057828636875257,2.3567736720725536,19.566112438537942,2.559216331857653
19.989682273256847,1.4409616397113898,29.096433719713275,1.5675365027103592,38.203185166169696,1.7982522768178262,19.989682273256847,2.3440487048860614,20.497966074919532,2.5445633393398746
20.921535909638436,1.4336351434525003,30.45656352231064,1.556667166394302,39.982178471989094,1.7592694408338119,20.921535909638436,2.330552527567055,21.42981971130112,2.5306815569546104
21.85338954602002,1.425923042127354,31.807280661914255,1.5253850489051044,41.76117177780849,1.7186707360007185,21.85338954602002,2.317441955314306,22.361673347682704,2.516414169503089
22.785243182401608,1.4178253357359503,33.16270413301475,1.5028512528456917,43.54016508362788,1.6758502115001424,22.785243182401608,2.304331383061556,23.293526984064293,2.5006043617865386
23.717096818783197,1.4101132344108032,34.518127604115236,1.479522146337123,45.31915838944728,1.630807867332083,23.717096818783197,2.289292785477521,24.225380620445883,2.484408949003731
24.648950455164787,1.4008587128206273,35.87355107521573,1.4481869146403863,47.09815169526667,1.5845536215272156,24.648950455164787,2.2742541878934848,25.157234256827465,2.4682135362209223
25.58080409154637,1.391604191230451,37.22897454631622,1.4294175880403106,48.87714500108607,1.5352696216303259,25.58080409154637,2.252390380636694,26.089087893209054,2.4508613082393427
26.51265772792796,1.3815784595077605,38.58439801741671,1.4023770327690155,50.65613830690547,1.4847737200966273,26.51265772792796,2.242634572460384,27.020941529590644,2.43389468532402
27.444511364309548,1.3719383328513275,39.939821488517204,1.3750713740146683,52.43513161272486,1.4318540152893129,27.444511364309548,2.226053554611318,27.952795165972233,2.4157712472099258
28.376365000691138,1.361141390996122,41.2952449596177,1.3464401978450615,54.21412491854426,1.3769144744206483,28.376365000691138,2.2102437468947675,28.884648802353823,2.3972622040295737
29.308218637072727,1.3491876339421447,42.650668430718184,1.3167486077432469,55.99311822436365,1.3195511302783673,29.308218637072727,2.192120308780673,29.816502438735405,2.3783675557829644
30.24007227345431,1.338005087020682,44.00609190181868,1.2857315002261727,57.77211153018304,1.2599659664686027,30.24007227345431,2.173996870666578,30.748356075116995,2.3594729075363547
31.1719259098359,1.3264369350329623,45.36151537291917,1.253653978776891,59.381676902114876,1.2035650148026114,31.1719259098359,2.1558734325524838,31.680209711498584,2.3390358390247163
32.10377954621749,1.3140975729127278,46.716938844019666,1.2210462503615052,,,32.10377954621749,2.1362075741733597,32.612063347880174,2.3182131654468208
33.03563318259908,1.3009870006599784,48.07236231512015,1.186582797564756,,,33.03563318259908,2.116927320860493,33.54391698426176,2.297004886802667
33.96748681898066,1.2871052182747142,49.427785786220646,1.152384448251059,,,33.96748681898066,2.096875857415112,34.475770620643345,2.2754110030922563
34.89934045536225,1.2736090409557081,50.78320925732114,1.1155350641068429,,,34.89934045536225,2.076053183837216,35.407624257024935,2.253045909249331
35.83119409174384,1.2585704433716716,52.138632728421626,1.0773601625473668,,,35.83119409174384,2.05523051025932,36.36065638514248,2.2368815590968607
36.76304772812543,1.2443030559201502,53.49405619952212,1.0383899505387353,,,36.76304772812543,2.033251021482652,37.271331529788114,2.2113620015869135
37.69490136450702,1.2284932482036002,54.849479670622614,0.9980942211148438,,,37.69490136450702,2.011271532705984,38.203185166169696,2.182865787190497
38.6267550008886,1.2119122303545344,56.2049031417231,0.9567380777587453,,,38.6267550008886,1.9885208337968017,39.135038802551286,2.1589582730825425
39.55860863727019,1.1957168175717268,57.56032661282359,0.9140564169873868,,,39.55860863727019,1.9653845298213612,40.066892438932875,2.1338939437758158
40.49046227365178,1.1783645895901467,58.91575008392408,0.8687237213855092,,,40.49046227365178,1.9418626207796645,40.998746075314465,2.1092152195353466
41.42231591003337,1.1610123616085666,59.84760372030567,0.8383251886622229,,,41.42231591003337,1.917183896539195,41.930599711696054,2.0826084699635907
42.35416954641496,1.1425033184282145,,,,,42.35416954641496,1.8928907773649835,42.862453348077636,2.056001720391835
43.28602318279654,1.1239942752478629,,,,,43.28602318279654,1.867055237925742,43.794306984459226,2.028623760687564
44.21787681917813,1.1043284168687388,,,,,44.21787681917813,1.8412196984865004,44.726160620840815,2.0012458009832934
45.14973045555972,1.0846625584896148,,,,,45.14973045555972,1.8142273438484873,45.658014257222405,1.9730966311465084
46.08158409194131,1.0646110950442336,,,,,46.08158409194131,1.788006199342989,46.589867893603994,1.944176251177208
47.01343772832289,1.0430172113338232,,,,,47.01343772832289,1.7602426345724607,47.52172152998558,1.9144846610753934
47.94529136470448,1.0214233276234124,,,,,47.94529136470448,1.7320934647356756,48.453575166367166,1.8847930709735792
48.87714500108607,0.9990582337804872,,,,,48.87714500108607,1.7043298999651477,49.385428802748756,1.8554870859380217
49.80899863746766,0.9763075348713048,,,,,49.80899863746766,1.6750239149295907,50.317282439130345,1.8242530755711779
50.74085227384925,0.9524000207633501,,,,,50.74085227384925,1.6449467197615184,51.24913607551193,1.791862250005562
51.67270591023083,0.9281069015891381,,,,,51.67270591023083,1.6148695245934466,52.18098971189352,1.7610138447049755
52.60455954661242,0.9034281773486685,,,,,52.60455954661242,1.5847923294253752,53.112843348275106,1.7278518090068449
53.53641318299401,0.8779782429756846,,,,,53.53641318299401,1.553558319058531,54.044696984656696,1.695460983441229
54.4682668193756,0.8513714934039291,,,,,54.4682668193756,1.5203962833604003,54.976550621038285,1.661142132544327
55.40012045575718,0.8243791387659156,,,,,55.40012045575718,1.488776667927299,55.90840425741987,1.626823281647424
56.33197409213877,0.7970011790616454,,,,,56.33197409213877,1.4556146322291688,56.840257893801464,1.5921188256842638
57.26382772852037,0.7688520092248603,,,,,57.26382772852037,1.4216813863985234,57.77211153018304,1.5562575545223325
58.195681364901944,0.7391604191230456,,,,,58.195681364901944,1.3885193507003928,58.70396516656463,1.519625073227886
59.12753500128353,0.7086976188887162,,,,,59.12753500128353,1.3522724744722034,59.63581880294622,1.4833781969996962
59.80524673683378,0.686332525045791,,,,,59.84760372030567,1.3254086548562758,,
